ITEM_ID,CATEGORY,NAME,EXISTS,VERIFIED,SOURCE,DESIGN_MAY_SHOW,DESIGN_MAY_NOT_INVENT,NOTES
D-46,DATA_FIELD,当日の利息,YES,YES,"index.html:870,1328",YES,存在しない指標の追加,range=0以上
D-47,DATA_FIELD,台別の店側収支一覧,YES,YES,index.html:1303-1309,YES,存在しない指標の追加,range=台数分。降順
D-48,DATA_FIELD,週間純利益,YES,YES,"index.html:957,981",YES,存在しない指標の追加,range=負値あり
D-49,DATA_FIELD,週間平均客数,YES,YES,"index.html:958,982",YES,存在しない指標の追加,range=0以上
D-50,DATA_FIELD,週次の助言,YES,YES,index.html:962-978,YES,存在しない指標の追加,range=8条件のうち成立分。0件時は既定文1件
D-51,DATA_FIELD,クリア評価ランク,YES,YES,"index.html:951,1316-1318",YES,存在しない指標の追加,range=S(<=65日) / A(<=85) / B(<=120) / C
D-52,DATA_FIELD,スロット: 所持メダル,YES,YES,"index.html:1398,1435",YES,存在しない指標の追加,range=0以上(補充で+500)
D-53,DATA_FIELD,スロット: 総ゲーム数,YES,YES,"index.html:1399,1436",YES,存在しない指標の追加,range=0以上
D-54,DATA_FIELD,スロット: BIG/REG回数,YES,YES,"index.html:1400-1401,1467-1468",YES,存在しない指標の追加,range=0以上
D-55,DATA_FIELD,スロット: 差枚,YES,YES,"index.html:1402,1481",YES,存在しない指標の追加,range=負値あり
D-56,DATA_FIELD,スロット: 直前の結果文,YES,YES,index.html:1467-1472,YES,存在しない指標の追加,range=BIG/REG/小役/リプレイ/なし
D-57,DATA_FIELD,パチンコ: 持ち玉,YES,YES,"index.html:1541,1560",YES,存在しない指標の追加,range=0以上(補充で+1000)
D-58,DATA_FIELD,パチンコ: 回転数,YES,YES,"index.html:1542,1560",YES,存在しない指標の追加,range=0以上
D-59,DATA_FIELD,パチンコ: 当り回数 / 最高連チャン,YES,YES,"index.html:1543-1544,1599,1621",YES,存在しない指標の追加,range=0以上
D-60,DATA_FIELD,パチンコ: 差玉,YES,YES,index.html:1545-1546,YES,存在しない指標の追加,range=負値あり
D-61,DATA_FIELD,パチンコ: RUSH連チャン表記,YES,YES,index.html:1610-1620,YES,存在しない指標の追加,range=1連〜(継続率依存で上限なし)
D-62,DATA_FIELD,解除した実績名(一時通知),YES,YES,index.html:704,YES,存在しない指標の追加,range=15件のいずれか
P-01,PROTECTED,1営業日の実行は利用者の明示操作のみで発生する,YES,YES,pachinko/index.html:1788-1800,NO(内部仕様),自動進行・省略・複数日一括の導入,PROTECTED_FUNCTION
P-02,PROTECTED,結果提示中の再実行は無効,YES,YES,pachinko/index.html:1790,NO(内部仕様),ガードの除去,PROTECTED_FUNCTION
P-03,PROTECTED,倒産後はやり直し以外の全経営操作を拒否,YES,YES,"pachinko/index.html:1276-1298,1802-1838",NO(内部仕様),ガードの除去・緩和,PROTECTED_FUNCTION
P-04,PROTECTED,破壊的操作の実行確認,YES,YES,"pachinko/index.html:1047,1841",NO(内部仕様),確認の除去,PROTECTED_FUNCTION
P-05,PROTECTED,試打は経営収支に影響しない,YES,YES,pachinko/index.html:1349-1651,NO(内部仕様),試打から経営stateへの書込み追加,PROTECTED_FUNCTION
P-06,PROTECTED,設定別の店側粗利率,YES,YES,pachinko/index.html:422,NO(内部仕様),値の変更,PROTECTED_GAME_LOGIC
P-07,PROTECTED,客数モデル(収容力・集客力・充填率),YES,YES,pachinko/index.html:806-836,NO(内部仕様),係数・構造の変更,PROTECTED_GAME_LOGIC
P-08,PROTECTED,客層3種の分離(一般/常連/プロ),YES,YES,"pachinko/index.html:820-843,856-857",NO(内部仕様),客層の統合・除去,PROTECTED_GAME_LOGIC
P-09,PROTECTED,行政警戒度の蓄積と指導判定,YES,YES,pachinko/index.html:793-800,NO(内部仕様),閾値・確率・罰金の変更,PROTECTED_GAME_LOGIC
P-10,PROTECTED,特日/週末の判定と期待バンド,YES,YES,"pachinko/index.html:678-679,782-784,893-905",NO(内部仕様),判定式・バンド境界の変更,PROTECTED_GAME_LOGIC
P-11,PROTECTED,新台効果・シマ効果・ブーム倍率,YES,YES,pachinko/index.html:682-695,NO(内部仕様),倍率・上限の変更,PROTECTED_GAME_LOGIC
P-12,PROTECTED,常連プールの増減,YES,YES,pachinko/index.html:879-891,NO(内部仕様),係数の変更,PROTECTED_GAME_LOGIC
P-13,PROTECTED,評判の増減と上下限,YES,YES,pachinko/index.html:893-906,NO(内部仕様),式・範囲の変更,PROTECTED_GAME_LOGIC
P-14,PROTECTED,難易度係数,YES,YES,pachinko/index.html:391-396,NO(内部仕様),値の変更,PROTECTED_GAME_LOGIC
P-15,PROTECTED,クリア条件と評価境界,YES,YES,"pachinko/index.html:387,676,945,951",NO(内部仕様),閾値の変更,PROTECTED_GAME_LOGIC
P-16,PROTECTED,緊急融資と倒産の成立条件,YES,YES,"pachinko/index.html:909-917,1276",NO(内部仕様),条件の変更,PROTECTED_GAME_LOGIC
P-17,PROTECTED,経費の内訳,YES,YES,pachinko/index.html:867-871,NO(内部仕様),項目の増減・係数変更,PROTECTED_CALCULATION
P-18,PROTECTED,台別の売上と粗利,YES,YES,pachinko/index.html:845-863,NO(内部仕様),式の変更,PROTECTED_CALCULATION
P-19,PROTECTED,純資産と借入枠,YES,YES,pachinko/index.html:674-677,NO(内部仕様),係数の変更,PROTECTED_CALCULATION
P-20,PROTECTED,セーブ構造とサニタイズ規則,YES,YES,"pachinko/index.html:629-658,1658-1732",NO(内部仕様),フィールドの削除・クランプ範囲の緩和,PROTECTED_DATA_MODEL
P-21,PROTECTED,機種カタログ10件の定義,YES,YES,pachinko/index.html:398-421,NO(内部仕様),件数・IDの変更,PROTECTED_DATA_MODEL
P-22,PROTECTED,実績15件のIDと条件,YES,YES,"pachinko/index.html:604-620,934-945",NO(内部仕様),ID変更・条件変更,PROTECTED_DATA_MODEL
P-23,PROTECTED,イベント130件の定義と抽選,YES,YES,"pachinko/index.html:450-601,753-779",NO(内部仕様),件数・効果キー・cdの変更,PROTECTED_DATA_MODEL
P-24,PROTECTED,保存キー,YES,YES,pachinko/index.html:386,NO(内部仕様),キー名の変更,PROTECTED_STORAGE
P-25,PROTECTED,Service Workerのキャッシュ名とプリキャッシュ対象,YES,YES,pachinko/sw.js:2-3,NO(内部仕様),対象からindex.html等を外すこと,PROTECTED_STORAGE
P-26,PROTECTED,単一ドキュメント構成(URLルーティングなし),YES,YES,pachinko/index.html:1-1862,NO(内部仕様),ルーティング導入・ファイル分割,PROTECTED_ROUTE
P-27,PROTECTED,実行時の外部リクエストがゼロ,YES,YES,pachinko/index.html(fetch/XHR/外部URLの出現数=0),NO(内部仕様),外部フォント・CDN・解析の追加,PROTECTED_NETWORK_BEHAVIOR
P-28,PROTECTED,抽選は全てMath.randomのクライアント内乱数(シード指定なし),YES,YES,"pachinko/index.html:624,753,773,1410,1572,1609",NO(内部仕様),シード化・サーバー抽選化,PROTECTED_RANDOMNESS
P-29,PROTECTED,インラインハンドラ用のグローバル公開3件,YES,YES,"pachinko/index.html:1298,1751,1759",NO(内部仕様),削除・改名,PROTECTED_TEST_HOOK
P-30,PROTECTED,DOM識別子(静的40件 / 動的含め70件),YES,YES,pachinko/index.html(id属性),NO(内部仕様),IDの改名・削除,PROTECTED_TEST_HOOK
P-31,PROTECTED,PWAアイコンのパスと寸法,YES,YES,pachinko/manifest.webmanifest:12-16,NO(内部仕様),パス・寸法の変更,PROTECTED_ASSET_REQUIREMENT
P-32,PROTECTED,デスクトップビルドのアイコンパス,YES,YES,"pachinko/desktop/package.json:36,44,49",NO(内部仕様),パスの変更,PROTECTED_ASSET_REQUIREMENT
P-33,PROTECTED,Electronが読み込むゲームファイルの位置,YES,YES,"pachinko/desktop/main.js:6-10,27",NO(内部仕様),相対位置の変更,PROTECTED_ASSET_REQUIREMENT
AS-01,ASSET,pachinko/icon-192.png,YES,YES,pachinko/icon-192.png,YES,パス・寸法の変更,アプリアイコン(小)
AS-02,ASSET,pachinko/icon-512.png,YES,YES,pachinko/icon-512.png,YES,パス・寸法の変更,アプリアイコン(大/マスカブル)
AS-03,ASSET,pachinko/desktop/build/icon.png,YES,YES,pachinko/desktop/build/icon.png,YES,パス・寸法の変更,デスクトップビルド用アイコン
CP-01,COPY,パチスロ帝国 (製品名),YES,YES,"pachinko/index.html:244, pachinko/manifest.webmanifest:3",YES,意味の変更,EXACT_REQUIRED_COPY
CP-02,COPY,機種名10件(CATALOG[].name),YES,YES,pachinko/index.html:398-421,YES,意味の変更,EXACT_REQUIRED_COPY
CP-03,COPY,機種スペック表記10件(CATALOG[].spec.label),YES,YES,pachinko/index.html:398-421,YES,意味の変更,EXACT_REQUIRED_COPY
CP-04,COPY,実績15件の名称と条件文(ACHIEVEMENTS),YES,YES,pachinko/index.html:604-620,YES,意味の変更,EXACT_REQUIRED_COPY
CP-05,COPY,イベント文130件(LUCK_EVENTS 80 / COND_EVENTS 50),YES,YES,pachinko/index.html:450-601,YES,意味の変更,EXACT_REQUIRED_COPY
CP-06,COPY,広告プラン名4件(広告なし/チラシ配布/SNSキャンペーン/ローカルTV CM),YES,YES,pachinko/index.html:425-430,YES,意味の変更,EXACT_REQUIRED_COPY
CP-07,COPY,ブーム名7件(TRENDS[].name),YES,YES,pachinko/index.html:433-441,YES,意味の変更,EXACT_REQUIRED_COPY
CP-08,COPY,難易度名3件(のんびり/標準/修羅)と初期資金表記,YES,YES,"pachinko/index.html:392-394,1770-1774",YES,意味の変更,EXACT_REQUIRED_COPY
CP-09,COPY,交換率ポリシー名2件(等価交換 / 低換金 (5.6枚)),YES,YES,pachinko/index.html:1165,YES,意味の変更,EXACT_REQUIRED_COPY
CP-10,COPY,機能領域名4件(ホール/新台購入/経営/帳簿),YES,YES,pachinko/index.html:258-261,YES,意味の変更,EXACT_REQUIRED_COPY
CP-11,COPY,営業開始(主要アクション),YES,YES,pachinko/index.html:369,YES,意味の変更,EXACT_REQUIRED_COPY
CP-12,COPY,備考の値(特日 / 週末),YES,YES,pachinko/index.html:925,YES,意味の変更,EXACT_REQUIRED_COPY
CP-13,COPY,STOP / BIG BONUS! / REG BONUS / リーチ!! / オート,YES,YES,"pachinko/index.html:1381-1383,1467-1468,1580,1547",YES,意味の変更,EXACT_REQUIRED_COPY
CP-14,COPY,ホールの遊び方説明(設定のメリハリ/行政指導/プロ/シマ効果/ブーム),YES,YES,pachinko/index.html:268,YES,意味の変更,SEMANTIC_REQUIRED_COPY
CP-15,COPY,カタログの導入戦略説明(新台効果/シマ効果/売却45%/フェア併用),YES,YES,pachinko/index.html:277,YES,意味の変更,SEMANTIC_REQUIRED_COPY
CP-16,COPY,スタッフ要件の説明(台8台につき1人/不足時の影響/日給),YES,YES,pachinko/index.html:286,YES,意味の変更,SEMANTIC_REQUIRED_COPY
CP-17,COPY,広告の効果説明(未設定時 / 選択時),YES,YES,pachinko/index.html:1139-1142,YES,意味の変更,SEMANTIC_REQUIRED_COPY
CP-18,COPY,新装開店フェアの条件と効果の説明,YES,YES,pachinko/index.html:301,YES,意味の変更,SEMANTIC_REQUIRED_COPY
CP-19,COPY,店舗拡張の注意(家賃・光熱費が増える),YES,YES,pachinko/index.html:310,YES,意味の変更,SEMANTIC_REQUIRED_COPY
CP-20,COPY,融資の説明(利息の重さ/純資産がクリア条件/緊急融資),YES,YES,pachinko/index.html:321,YES,意味の変更,SEMANTIC_REQUIRED_COPY
CP-21,COPY,借入枠の算出根拠(台資産×70%+200万)と金利(0.25%/日),YES,YES,pachinko/index.html:315-316,YES,意味の変更,SEMANTIC_REQUIRED_COPY
CP-22,COPY,交換率の損得説明(等価 / 低換金),YES,YES,pachinko/index.html:1170-1172,YES,意味の変更,SEMANTIC_REQUIRED_COPY
CP-23,COPY,警戒度の3段階説明(平常 / 警戒 / 危険),YES,YES,pachinko/index.html:1174-1179,YES,意味の変更,SEMANTIC_REQUIRED_COPY
CP-24,COPY,自動セーブの説明(このブラウザ内),YES,YES,pachinko/index.html:343,YES,意味の変更,SEMANTIC_REQUIRED_COPY
CP-25,COPY,試打が経営収支に影響しない旨と無償補充(スロット/パチンコ),YES,YES,"pachinko/index.html:1387,1531",YES,意味の変更,SEMANTIC_REQUIRED_COPY
CP-26,COPY,釘が良いほど玉持ちが良い旨,YES,YES,pachinko/index.html:1531,YES,意味の変更,SEMANTIC_REQUIRED_COPY
CP-27,COPY,当日結果の項目名(来店客数/総売上(打ち込み)/出玉払出/経費/本日の純利益/台別収支),YES,YES,pachinko/index.html:1324-1330,YES,意味の変更,SEMANTIC_REQUIRED_COPY
CP-28,COPY,週次レポートの項目名(週間純利益/平均客数/常連客),YES,YES,pachinko/index.html:980-983,YES,意味の変更,SEMANTIC_REQUIRED_COPY
CP-29,COPY,週次の助言8件,YES,YES,pachinko/index.html:962-978,YES,意味の変更,SEMANTIC_REQUIRED_COPY
CP-30,COPY,クリア告知と評価基準(S:65日以内 / A:85日 / B:120日),YES,YES,pachinko/index.html:1317-1318,YES,意味の変更,SEMANTIC_REQUIRED_COPY
CP-31,COPY,倒産告知(資金が尽き融資枠も限界 / 経営日数),YES,YES,"pachinko/index.html:1279,1313",YES,意味の変更,SEMANTIC_REQUIRED_COPY
CP-32,COPY,台0台での営業ブロック案内,YES,YES,pachinko/index.html:1792-1793,YES,意味の変更,SEMANTIC_REQUIRED_COPY
CP-33,COPY,空状態の案内(設置台なし / 損益推移 / 営業記録),YES,YES,"pachinko/index.html:1005,1198,1256",YES,意味の変更,SEMANTIC_REQUIRED_COPY
CP-34,COPY,破壊的操作の確認文(売却 / やり直し),YES,YES,"pachinko/index.html:1047,1841",YES,意味の変更,SEMANTIC_REQUIRED_COPY
CP-35,COPY,オンボーディングの5ブロック(目的/ジレンマ/特日ブームシマ/融資/試打),YES,YES,pachinko/index.html:1763-1769,YES,意味の変更,SEMANTIC_REQUIRED_COPY
CP-36,COPY,状態標識の語(NEW / ブーム中 / シマ+N% / プロ警戒 / 設置中×N / 不足中),YES,YES,"pachinko/index.html:1019-1025,1070,1113",YES,意味の変更,SEMANTIC_REQUIRED_COPY
CP-37,COPY,実行不可の理由表記(資金不足/設置枠なし/拡張上限に到達/あとN日で開催可能/新台導入直後のみ開催可),YES,YES,"pachinko/index.html:1086-1089,1116-1122,1145-1152",YES,意味の変更,SEMANTIC_REQUIRED_COPY
CP-38,COPY,帳簿の列名8件(日/客数/一般・常連・プロ/売上/出玉(払出)/経費/純利益/備考),YES,YES,pachinko/index.html:358,YES,意味の変更,SEMANTIC_REQUIRED_COPY
CP-39,COPY,ステータス指標名7件(営業日/資金/評判/常連/台数/借入/純資産),YES,YES,pachinko/index.html:248-254,YES,意味の変更,SEMANTIC_REQUIRED_COPY
CP-40,COPY,遊技の指標名(枚/G/BIG/REG/差枚 / 持ち玉/回転/当り/最高N連/差玉),YES,YES,"pachinko/index.html:1391-1396,1535-1540",YES,意味の変更,SEMANTIC_REQUIRED_COPY
CP-41,COPY,dayNoteの助言文(特日 / 通常),YES,YES,pachinko/index.html:995-996,YES,―,FLEXIBLE_COPY
CP-42,COPY,タグライン(ホール経営シミュレーション 〜 目指せ純資産1億円!),YES,YES,pachinko/index.html:245,YES,―,FLEXIBLE_COPY
CP-43,COPY,各セクション見出し(設置中の台/メーカーカタログ/スタッフ/広告 等),YES,YES,"pachinko/index.html:267,276,285,295,300,305,313,324,329,334,338,350,355",YES,―,FLEXIBLE_COPY
CP-44,COPY,損益推移の判別方法の説明(表現方式に従属),YES,YES,pachinko/index.html:352,YES,―,FLEXIBLE_COPY
CP-45,COPY,手動セーブ完了の通知(セーブしました!),YES,YES,pachinko/index.html:1839,YES,―,FLEXIBLE_COPY
CP-46,COPY,ソースコード内の日本語コメント(利用者には表示されない),YES,YES,"pachinko/index.html:40-238,382-449 他",YES,―,DEBUG_INTERNAL_COPY
R-01,GAME_RULE,"クリア条件は純資産(資金+台資産-借金)が100,000,000以上",YES,YES,"pachinko/index.html:387,676,945",NO(内部仕様),数値・式の変更,confidence=HIGH test=NOT_FOUND
R-02,GAME_RULE,倒産は資金が負のまま営業日を終え、かつ緊急融資枠も尽きたとき,YES,YES,"pachinko/index.html:909-917,1276,1312",NO(内部仕様),数値・式の変更,confidence=HIGH test=NOT_FOUND
R-03,GAME_RULE,クリア評価は到達日数で S<=65 / A<=85 / B<=120 / それ以外C,YES,YES,pachinko/index.html:951,NO(内部仕様),数値・式の変更,confidence=HIGH test=NOT_FOUND
R-04,GAME_RULE,1営業日は利用者の操作1回で1日だけ進む,YES,YES,"pachinko/index.html:931,1788-1800",NO(内部仕様),数値・式の変更,confidence=HIGH test=NOT_FOUND
R-05,GAME_RULE,時間モデルはターン制(1操作=1営業日)。実時間経過やtickは存在しない,YES,YES,pachinko/index.html(setInterval は試打演出とオート回転のみ),NO(内部仕様),数値・式の変更,confidence=HIGH test=NOT_FOUND
R-06,GAME_RULE,日付に数字7を含む日が特日。客数倍率1.7,YES,YES,"pachinko/index.html:678,782",NO(内部仕様),数値・式の変更,confidence=HIGH test=NOT_FOUND
R-07,GAME_RULE,day%7が6または0の日が週末。客数倍率1.3(特日でない場合のみ適用),YES,YES,"pachinko/index.html:679,783",NO(内部仕様),数値・式の変更,confidence=HIGH test=NOT_FOUND
R-08,GAME_RULE,設定別の店側粗利率は 1:0.25 / 2:0.21 / 3:0.16 / 4:0.11 / 5:0.05 / 6:-0.02,YES,YES,pachinko/index.html:422,NO(内部仕様),数値・式の変更,confidence=HIGH test=NOT_FOUND
R-09,GAME_RULE,低換金ポリシーで粗利+0.025、フリ客×0.88、常連×0.95,YES,YES,"pachinko/index.html:814,829,850",NO(内部仕様),数値・式の変更,confidence=HIGH test=NOT_FOUND
R-10,GAME_RULE,収容力は台数×20。特日または新装開店の日は×1.15まで詰められる,YES,YES,"pachinko/index.html:806,835",NO(内部仕様),数値・式の変更,confidence=HIGH test=NOT_FOUND
R-11,GAME_RULE,一般客は 収容力×充填率×補正+広告。充填率=(0.10+評判/100×0.66)×集客力×難易度係数,YES,YES,pachinko/index.html:811-820,NO(内部仕様),数値・式の変更,confidence=HIGH test=NOT_FOUND
R-12,GAME_RULE,集客力は 0.55+平均人気/65×0.45+新台数×0.03、0.65〜1.25にクランプ,YES,YES,pachinko/index.html:809-812,NO(内部仕様),数値・式の変更,confidence=HIGH test=NOT_FOUND
R-13,GAME_RULE,常連の来店は プール×0.65(特日0.9)×(低換金0.95)×揺らぎ,YES,YES,pachinko/index.html:829,NO(内部仕様),数値・式の変更,confidence=HIGH test=NOT_FOUND
R-14,GAME_RULE,プロは設定5以上の台数×3×難易度proMul(特日1.5倍)。上限は収容力の15%,YES,YES,pachinko/index.html:830-833,NO(内部仕様),数値・式の変更,confidence=HIGH test=NOT_FOUND
R-15,GAME_RULE,"プロの粗利貢献は 客単価45,000×(margin-0.16) すなわち高設定ほど店の損失",YES,YES,pachinko/index.html:857,NO(内部仕様),数値・式の変更,confidence=HIGH test=NOT_FOUND
R-16,GAME_RULE,"客単価はP機30,000/S機36,000に、台鮮度(0.75〜1.00)と特日渋り(0.7)と揺らぎ(0.8〜1.2)を乗算",YES,YES,pachinko/index.html:853-854,NO(内部仕様),数値・式の変更,confidence=HIGH test=NOT_FOUND
R-17,GAME_RULE,常連の客単価は一般の1.35倍,YES,YES,pachinko/index.html:856-857,NO(内部仕様),数値・式の変更,confidence=HIGH test=NOT_FOUND
R-18,GAME_RULE,台の重みは 素の人気×新台1.4×(1+(設定-3)×0.05)×シマ×ブーム,YES,YES,pachinko/index.html:689-695,NO(内部仕様),数値・式の変更,confidence=HIGH test=NOT_FOUND
R-19,GAME_RULE,シマ効果は同一機種で+6%/台、上限+30%,YES,YES,pachinko/index.html:682-685,NO(内部仕様),数値・式の変更,confidence=HIGH test=NOT_FOUND
R-20,GAME_RULE,ブーム機種の重みは1.4倍。ブームは7日ごと(day%7===1)にTRENDS7種から抽選,YES,YES,"pachinko/index.html:686-688,745-751",NO(内部仕様),数値・式の変更,confidence=HIGH test=NOT_FOUND
R-21,GAME_RULE,新台効果は導入から5日未満に人気1.4倍,YES,YES,pachinko/index.html:690-691,NO(内部仕様),数値・式の変更,confidence=HIGH test=NOT_FOUND
R-22,GAME_RULE,台の人気は営業ごとに 機種decay×(0.7〜1.3) 低下し、下限15,YES,YES,pachinko/index.html:860,NO(内部仕様),数値・式の変更,confidence=HIGH test=NOT_FOUND
R-23,GAME_RULE,"経費は 家賃(30,000+cap×2,500)×難易度rentMul + 人件費13,000×人数 + 光熱費2,500×台数 + 広告費 + 臨時支出 + ",YES,YES,pachinko/index.html:867-871,NO(内部仕様),数値・式の変更,confidence=HIGH test=NOT_FOUND
R-24,GAME_RULE,借入利息は残高×0.0025/日で経費に計上,YES,YES,pachinko/index.html:870,NO(内部仕様),数値・式の変更,confidence=HIGH test=NOT_FOUND
R-25,GAME_RULE,"借入枠は 台資産×0.7+2,000,000。台資産は購入価格×0.45の合計",YES,YES,pachinko/index.html:674-677,NO(内部仕様),数値・式の変更,confidence=HIGH test=NOT_FOUND
R-26,GAME_RULE,"資金が負になった時点で枠内なら不足額+200,000が自動融資される",YES,YES,pachinko/index.html:909-917,NO(内部仕様),数値・式の変更,confidence=HIGH test=NOT_FOUND
R-27,GAME_RULE,必要スタッフは ceil(台数/8) の下限1。不足時は客数×0.85と評判-2,YES,YES,"pachinko/index.html:680,822-828",NO(内部仕様),数値・式の変更,confidence=HIGH test=NOT_FOUND
R-28,GAME_RULE,"店舗拡張は+5台、費用 2,000,000+(cap-10)×300,000、上限60台",YES,YES,"pachinko/index.html:388,1107,1804-1811",NO(内部仕様),数値・式の変更,confidence=HIGH test=NOT_FOUND
R-29,GAME_RULE,"新装開店フェアは 直近2日以内の購入 かつ 前回から7日以上 かつ 資金300,000以上 で予約可。翌営業日に客数1.5倍・評判+2",YES,YES,"pachinko/index.html:785-790,1812-1820",NO(内部仕様),数値・式の変更,confidence=HIGH test=NOT_FOUND
R-30,GAME_RULE,警戒度は 平均設定2.6未満で (2.6-平均)×2.2×難易度heatMul 増加、それ以外は×0.65-0.2で減衰,YES,YES,pachinko/index.html:793-794,NO(内部仕様),数値・式の変更,confidence=HIGH test=NOT_FOUND
R-31,GAME_RULE,"警戒度8超で25%の確率で行政指導: 罰金500,000・評判-8・警戒度2へリセット",YES,YES,pachinko/index.html:795-799,NO(内部仕様),数値・式の変更,confidence=HIGH test=NOT_FOUND
R-32,GAME_RULE,評判は (平均設定-3)×1.4 を基本に、特日は 4.5以上+5 / 4以上+4 / 3.5以上±0 / 3以上-1 / 3未満-6,YES,YES,pachinko/index.html:893-905,NO(内部仕様),数値・式の変更,confidence=HIGH test=NOT_FOUND
R-33,GAME_RULE,評判は毎日±0.5の揺らぎを受け、1〜100にクランプ,YES,YES,pachinko/index.html:906,NO(内部仕様),数値・式の変更,confidence=HIGH test=NOT_FOUND
R-34,GAME_RULE,常連は 平均設定3.4以上かつ人員充足の日に (一般客×0.025+0.5)×倍率 増加。倍率は特日4.5以上で2倍・4以上で1.5倍、新装開店で2倍、広告pc,YES,YES,pachinko/index.html:879-886,NO(内部仕様),数値・式の変更,confidence=HIGH test=NOT_FOUND
R-35,GAME_RULE,常連は 平均設定2.5未満で×0.94、特日3未満で×0.85(3.5未満で×0.95)、評判35未満で×0.97 流出。上限は収容力×0.5,YES,YES,pachinko/index.html:887-891,NO(内部仕様),数値・式の変更,confidence=HIGH test=NOT_FOUND
R-36,GAME_RULE,運イベントは毎日50%で1件、80件から重み抽選,YES,YES,"pachinko/index.html:540,753-758",NO(内部仕様),数値・式の変更,confidence=HIGH test=NOT_FOUND
R-37,GAME_RULE,数値依存イベントは条件成立かつクールダウン経過の候補から確率抽選し、その中から1件のみ発生,YES,YES,pachinko/index.html:770-779,NO(内部仕様),数値・式の変更,confidence=HIGH test=NOT_FOUND
R-38,GAME_RULE,履歴は先頭追加で最大60件保持,YES,YES,pachinko/index.html:928-929,NO(内部仕様),数値・式の変更,confidence=HIGH test=NOT_FOUND
R-39,GAME_RULE,損益推移は直近30件を古い順に描画。基準線は0と最大と最小,YES,YES,pachinko/index.html:1196-1239,NO(内部仕様),数値・式の変更,confidence=HIGH test=NOT_FOUND
R-40,GAME_RULE,実績は15件。条件成立時に一度だけ解除され、通知は3500msで消滅,YES,YES,"pachinko/index.html:604-620,698-712,934-945",NO(内部仕様),数値・式の変更,confidence=HIGH test=NOT_FOUND
R-41,GAME_RULE,"難易度は初期資金 13,000,000/10,000,000/6,500,000、家賃×0.75/1.0/1.35、プロ×0.5/1.0/1.6、警戒×0.7/",YES,YES,pachinko/index.html:391-396,NO(内部仕様),数値・式の変更,confidence=HIGH test=NOT_FOUND
R-42,GAME_RULE,試打スロットの当選確率は設定1と6の分母を線形補間して算出,YES,YES,"pachinko/index.html:1347,1407-1408",NO(内部仕様),数値・式の変更,confidence=HIGH test=NOT_FOUND
R-43,GAME_RULE,試打スロットの小役は ぶどう1/6.5・チェリー1/33・リプレイ1/7.3(固定)。獲得は8/2/3枚,YES,YES,"pachinko/index.html:1411-1413,1470-1472",NO(内部仕様),数値・式の変更,confidence=HIGH test=NOT_FOUND
R-44,GAME_RULE,試打スロットは1G3枚消費。ボーナス獲得枚数は機種のbigPay/regPay,YES,YES,"pachinko/index.html:1435,1467-1468",NO(内部仕様),数値・式の変更,confidence=HIGH test=NOT_FOUND
R-45,GAME_RULE,"試打パチンコの1回転消費玉は max(2, round(5.5-設定×0.5))",YES,YES,pachinko/index.html:1550,NO(内部仕様),数値・式の変更,confidence=HIGH test=NOT_FOUND
R-46,GAME_RULE,試打パチンコの当選は1/denom。リーチは当選時または1/12で発生,YES,YES,pachinko/index.html:1573-1574,NO(内部仕様),数値・式の変更,confidence=HIGH test=NOT_FOUND
R-47,GAME_RULE,試打パチンコのRUSHは継続率rushPctで連チャン。初当り出玉firstBalls、連チャン中rushBalls,YES,YES,pachinko/index.html:1598-1629,NO(内部仕様),数値・式の変更,confidence=HIGH test=NOT_FOUND
R-48,GAME_RULE,試打は経営stateを変更しない(実績解除のみ副作用),YES,YES,"pachinko/index.html:1349-1651,1474-1476,1602",NO(内部仕様),数値・式の変更,confidence=HIGH test=NOT_FOUND
R-49,GAME_RULE,保存はlocalStorageの単一キー。読込時に全フィールドを型検証・範囲クランプし、未知IDは除去,YES,YES,"pachinko/index.html:386,1652-1743",NO(内部仕様),数値・式の変更,confidence=HIGH test=NOT_FOUND
R-50,GAME_RULE,乱数はすべてMath.random。シード指定・再現性の仕組みは存在しない,YES,YES,"pachinko/index.html:624,753,773,1410,1572,1609",NO(内部仕様),数値・式の変更,confidence=HIGH test=NOT_FOUND
NF-01,NON_FEATURE,オンライン機能・マルチプレイ・ランキング共有,NO,YES,WebSocket/fetch/XHR/外部URLの出現数=0,NO,存在するかのように描くこと,調査で不在を確認
NF-02,NON_FEATURE,アカウント・ログイン・認証,NO,YES,認証関連の実装・UIともに検出0,NO,存在するかのように描くこと,調査で不在を確認
NF-03,NON_FEATURE,サーバー・バックエンド・API,NO,YES,実行時リクエスト0。リポジトリにサーバーコードなし,NO,存在するかのように描くこと,調査で不在を確認
NF-04,NON_FEATURE,課金・決済・実通貨の取引,NO,YES,決済関連の実装・UIともに検出0,NO,存在するかのように描くこと,調査で不在を確認
NF-05,NON_FEATURE,クラウドセーブ・複数端末同期,NO,YES,保存はlocalStorage単一キーのみ(P-24),NO,存在するかのように描くこと,調査で不在を確認
NF-06,NON_FEATURE,音声・効果音・BGM,NO,YES,Audio APIおよび音声ファイルの検出0,NO,存在するかのように描くこと,調査で不在を確認
NF-07,NON_FEATURE,Canvas / WebGL 描画,NO,YES,getContext/canvas/webgl の検出0。描画はHTML+CSS+インラインSVGのみ,NO,存在するかのように描くこと,調査で不在を確認
